date,product_id,product_name,category,sales,units_sold,inventory_level,price
2025-01-16,P001,Wireless Earbuds Pro,Electronics,891.1,10,156,89.11
2025-01-17,P001,Wireless Earbuds Pro,Electronics,906.7,10,146,90.67
2025-01-18,P001,Wireless Earbuds Pro,Electronics,995.28,11,135,90.48
2025-01-19,P001,Wireless Earbuds Pro,Electronics,1086.0,12,123,90.5
2025-01-20,P001,Wireless Earbuds Pro,Electronics,795.33,9,114,88.37
2025-01-21,P001,Wireless Earbuds Pro,Electronics,720.24,8,106,90.03
2025-01-22,P001,Wireless Earbuds Pro,Electronics,891.8,10,96,89.18
2025-01-23,P001,Wireless Earbuds Pro,Electronics,884.9,10,86,88.49
2025-01-24,P001,Wireless Earbuds Pro,Electronics,889.0,10,76,88.9
2025-01-25,P001,Wireless Earbuds Pro,Electronics,1080.36,12,64,90.03
2025-01-26,P001,Wireless Earbuds Pro,Electronics,1075.68,12,52,89.64
2025-01-27,P001,Wireless Earbuds Pro,Electronics,894.7,10,42,89.47
2025-01-28,P001,Wireless Earbuds Pro,Electronics,889.7,10,192,88.97
2025-01-29,P001,Wireless Earbuds Pro,Electronics,912.9,10,182,91.29
2025-01-30,P001,Wireless Earbuds Pro,Electronics,714.16,8,174,89.27
2025-01-31,P001,Wireless Earbuds Pro,Electronics,898.1,10,164,89.81
2025-02-01,P001,Wireless Earbuds Pro,Electronics,1162.85,13,151,89.45
2025-02-02,P001,Wireless Earbuds Pro,Electronics,1168.05,13,138,89.85
2025-02-03,P001,Wireless Earbuds Pro,Electronics,992.42,11,127,90.22
2025-02-04,P001,Wireless Earbuds Pro,Electronics,896.2,10,117,89.62
2025-02-05,P001,Wireless Earbuds Pro,Electronics,806.4,9,108,89.6
2025-02-06,P001,Wireless Earbuds Pro,Electronics,896.1,10,98,89.61
2025-02-07,P001,Wireless Earbuds Pro,Electronics,918.6,10,88,91.86
2025-02-08,P001,Wireless Earbuds Pro,Electronics,1255.8,14,74,89.7
2025-02-09,P001,Wireless Earbuds Pro,Electronics,1254.68,14,60,89.62
2025-02-10,P001,Wireless Earbuds Pro,Electronics,712.64,8,52,89.08
2025-02-11,P001,Wireless Earbuds Pro,Electronics,717.36,8,44,89.67
2025-02-12,P001,Wireless Earbuds Pro,Electronics,915.0,10,194,91.5
2025-02-13,P001,Wireless Earbuds Pro,Electronics,897.9,10,184,89.79
2025-02-14,P001,Wireless Earbuds Pro,Electronics,880.0,10,174,88.0
2025-02-15,P001,Wireless Earbuds Pro,Electronics,1178.84,13,161,90.68
2025-02-16,P001,Wireless Earbuds Pro,Electronics,1001.22,11,150,91.02
2025-02-17,P001,Wireless Earbuds Pro,Electronics,896.2,10,140,89.62
2025-02-18,P001,Wireless Earbuds Pro,Electronics,920.3,10,130,92.03
2025-02-19,P001,Wireless Earbuds Pro,Electronics,902.1,10,120,90.21
2025-02-20,P001,Wireless Earbuds Pro,Electronics,803.07,9,111,89.23
2025-02-21,P001,Wireless Earbuds Pro,Electronics,981.42,11,100,89.22
2025-02-22,P001,Wireless Earbuds Pro,Electronics,1164.28,13,87,89.56
2025-02-23,P001,Wireless Earbuds Pro,Electronics,1173.77,13,74,90.29
2025-02-24,P001,Wireless Earbuds Pro,Electronics,984.83,11,63,89.53
2025-02-25,P001,Wireless Earbuds Pro,Electronics,891.1,10,53,89.11
2025-02-26,P001,Wireless Earbuds Pro,Electronics,903.3,10,43,90.33
2025-02-27,P001,Wireless Earbuds Pro,Electronics,980.76,11,192,89.16
2025-02-28,P001,Wireless Earbuds Pro,Electronics,1003.31,11,181,91.21
2025-03-01,P001,Wireless Earbuds Pro,Electronics,1283.52,14,167,91.68
2025-03-02,P001,Wireless Earbuds Pro,Electronics,1066.44,12,155,88.87
2025-03-03,P001,Wireless Earbuds Pro,Electronics,822.06,9,146,91.34
2025-03-04,P001,Wireless Earbuds Pro,Electronics,989.34,11,135,89.94
2025-03-05,P001,Wireless Earbuds Pro,Electronics,889.8,10,125,88.98
2025-03-06,P001,Wireless Earbuds Pro,Electronics,1081.32,12,113,90.11
2025-03-07,P001,Wireless Earbuds Pro,Electronics,906.4,10,103,90.64
2025-03-08,P001,Wireless Earbuds Pro,Electronics,1262.66,14,89,90.19
2025-03-09,P001,Wireless Earbuds Pro,Electronics,1175.33,13,76,90.41
2025-03-10,P001,Wireless Earbuds Pro,Electronics,1094.4,12,64,91.2
2025-03-11,P001,Wireless Earbuds Pro,Electronics,1074.36,12,52,89.53
2025-03-12,P001,Wireless Earbuds Pro,Electronics,808.92,9,43,89.88
2025-03-13,P001,Wireless Earbuds Pro,Electronics,909.7,10,193,90.97
2025-03-14,P001,Wireless Earbuds Pro,Electronics,822.33,9,184,91.37
2025-03-15,P001,Wireless Earbuds Pro,Electronics,1164.93,13,171,89.61
2025-03-16,P001,Wireless Earbuds Pro,Electronics,1150.5,13,158,88.5
2025-03-17,P001,Wireless Earbuds Pro,Electronics,990.66,11,147,90.06
2025-03-18,P001,Wireless Earbuds Pro,Electronics,799.38,9,138,88.82
2025-03-19,P001,Wireless Earbuds Pro,Electronics,914.9,10,128,91.49
2025-03-20,P001,Wireless Earbuds Pro,Electronics,886.4,10,118,88.64
2025-03-21,P001,Wireless Earbuds Pro,Electronics,897.4,10,108,89.74
2025-03-22,P001,Wireless Earbuds Pro,Electronics,989.34,11,97,89.94
2025-03-23,P001,Wireless Earbuds Pro,Electronics,1268.68,14,83,90.62
2025-03-24,P001,Wireless Earbuds Pro,Electronics,1092.0,12,71,91.0
2025-03-25,P001,Wireless Earbuds Pro,Electronics,889.9,10,61,88.99
2025-03-26,P001,Wireless Earbuds Pro,Electronics,1170.52,13,48,90.04
2025-03-27,P001,Wireless Earbuds Pro,Electronics,989.67,11,197,89.97
2025-03-28,P001,Wireless Earbuds Pro,Electronics,988.46,11,186,89.86
2025-03-29,P001,Wireless Earbuds Pro,Electronics,1253.0,14,172,89.5
2025-03-30,P001,Wireless Earbuds Pro,Electronics,1253.0,14,158,89.5
2025-03-31,P001,Wireless Earbuds Pro,Electronics,900.9,10,148,90.09
2025-04-01,P001,Wireless Earbuds Pro,Electronics,1004.74,11,137,91.34
2025-04-02,P001,Wireless Earbuds Pro,Electronics,818.73,9,128,90.97
2025-04-03,P001,Wireless Earbuds Pro,Electronics,1057.44,12,116,88.12
2025-04-04,P001,Wireless Earbuds Pro,Electronics,986.26,11,105,89.66
2025-04-05,P001,Wireless Earbuds Pro,Electronics,1160.77,13,92,89.29
2025-04-06,P001,Wireless Earbuds Pro,Electronics,1190.41,13,79,91.57
2025-04-07,P001,Wireless Earbuds Pro,Electronics,1093.56,12,67,91.13
2025-04-08,P001,Wireless Earbuds Pro,Electronics,1067.64,12,55,88.97
2025-04-09,P001,Wireless Earbuds Pro,Electronics,994.73,11,44,90.43
